major_protein_id,Gene names,Intensity NOT_BCellmemory,Intensity NOT_BCellnaive,Intensity NOT_BCellplasma,Intensity NOT_CD4TCellTcm,Intensity NOT_CD4TCellTem,Intensity NOT_CD4TCellTemra,Intensity NOT_CD4TCellTh1,Intensity NOT_CD4TCellTh17,Intensity NOT_CD4TCellTh2,Intensity NOT_CD4TCellmTregs,Intensity NOT_CD4TCellnTregs,Intensity NOT_CD4TCellnaive,Intensity NOT_CD8TCellTcm,Intensity NOT_CD8TCellTem,Intensity NOT_CD8TCellTemra,Intensity NOT_CD8TCellnaive,Intensity NOT_DendriticCD1c,Intensity NOT_DendriticCD304,Intensity NOT_Monocytesclassical,Intensity NOT_Monocytesintermediate,Intensity NOT_Monocytesnonclassical,Intensity NOT_NKCellsCD56bright,Intensity NOT_NKCellsCD56dim
O14745,SLC9A3R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.569835456930691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.165538717577065
P12544,GZMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.581787593824564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2905789475834863
P08575,PTPRC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5385219186733667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4371101992668782,0.0,0.0
Q92542,NCSTN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.112634032765725,0.0,2.6210751062882416,0.0,0.0
Q9UM07,PADI4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4891840072266103,2.864919738022475,0.0,0.0,0.0
P61626,LYZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0611338271486175,3.8848384688865365,0.0,0.0,0.0
P17900,GM2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1423175688888154,2.1476471767804077,0.0,0.0,0.0
P12314,FCGR1A;FCGR1B;FCGR1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4582699471032345,2.9821184251592623,0.0,0.0,0.0
P08571,CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5815938124549414,3.2454984879963313,0.0,0.0,0.0
P08311,CTSG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.374805657479741,2.867245953515134,0.0,0.0,0.0
P08246,ELANE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.401618259933837,3.767634559684837,0.0,0.0,0.0
O95498,VNN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.771137584202056,2.3393210272340625,0.0,0.0,0.0
Q9NPY3,CD93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0855856507694583,2.8412862872501674,0.0,0.0,0.0
P05162,LGALS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9007800402498054,0.0,0.0,2.387471673853566,0.0,0.0,0.0
Q96PM9,ZNF385A;SOX6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2868193584986867,0.0,0.0,2.8129903863831536,0.0,0.0,0.0
A0A087WVM2,CD177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.10213147508864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2146764929524836,0.0,0.0,0.0
P26447,S100A4,0.0,0.0,0.0,0.0,2.256511548891854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2767202569809766,0.0,0.0,0.0
P04275,VWF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.041356041358158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6111769790414185,0.0,0.0,0.0
P08519,LPA,0.0,0.0,0.0,0.0,0.0,2.391722160676797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2199966923924888,0.0,0.0,0.0
O60488,ACSL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1612997714998956,0.0,0.0,3.291361555471554,0.0,0.0
O75348,ATP6V1G1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.437471218838765,0.0,0.0,3.1732681027268583,0.0,0.0
P48506,GCLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.952557719447134,2.4454688029478673,0.0,0.0,0.0,0.0,0.0
Q8NFH8,REPS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.985172950038849,2.7981532233227817,0.0,0.0,0.0,0.0,0.0
Q92604,LPGAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2558138216861727,0.0,0.0,0.0,3.04405726814925,0.0
Q969X5,ERGIC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.301291202922371,0.0,0.0,0.0,3.0910088866897665,0.0
P11717,IGF2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.499136905875978,0.0,0.0,0.0,0.0,3.444338863192643
P53609,PGGT1B,0.0,0.0,3.1222450776690116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.724721486146613,0.0,0.0,0.0,0.0,0.0
P69905,HBA1,0.0,0.0,2.491213349415347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2170188436346305,0.0,0.0,0.0,0.0,0.0
Q9HAP2,MLXIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.560507730456554,0.0,3.2006988757760517,0.0,0.0,0.0,0.0,0.0
P50502,ST13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4155091284685182,0.0,1.9435768134655826,0.0,0.0,0.0,0.0,0.0
Q9H7E2-3,TDRD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2480394806418453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.030839872586227,0.0,0.0,0.0,0.0,0.0
P56279,TCL1A,3.1973052808280866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5111908586250937,0.0,0.0,0.0,0.0,0.0
P82970,HMGN5,0.0,2.5456986251971174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3901802005861637,0.0,0.0,0.0,0.0,0.0
Q6NXT6,TAPT1,0.0,3.3244663428243397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.028922681805205,0.0,0.0,0.0,0.0,0.0
O60684,KPNA6,0.0,0.0,0.0,0.0,2.066827177924877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4639078918693302,0.0,0.0,0.0,0.0,0.0
Q2LD37,KIAA1109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.139798266189271,0.0,0.0,0.0,0.0,2.158950581403171,0.0,0.0,0.0,0.0,0.0
