#1.2,,,,,,,,,,,,,,,,,,,,,,,,
4952,23,,,,,,,,,,,,,,,,,,,,,,,
Name,Description,Intensity NOT_BCellmemory,Intensity NOT_BCellnaive,Intensity NOT_BCellplasma,Intensity NOT_CD4TCellTcm,Intensity NOT_CD4TCellTem,Intensity NOT_CD4TCellTemra,Intensity NOT_CD4TCellTh1,Intensity NOT_CD4TCellTh17,Intensity NOT_CD4TCellTh2,Intensity NOT_CD4TCellmTregs,Intensity NOT_CD4TCellnTregs,Intensity NOT_CD4TCellnaive,Intensity NOT_CD8TCellTcm,Intensity NOT_CD8TCellTem,Intensity NOT_CD8TCellTemra,Intensity NOT_CD8TCellnaive,Intensity NOT_DendriticCD1c,Intensity NOT_DendriticCD304,Intensity NOT_Monocytesclassical,Intensity NOT_Monocytesintermediate,Intensity NOT_Monocytesnonclassical,Intensity NOT_NKCellsCD56bright,Intensity NOT_NKCellsCD56dim
P25398,na,10960400000,5352350000,1930700000,16398000000,18807500000,7031800000,7629750000,23120000000,27063000000,17686000000,16762000000,16031000000,18694000000,11512000000,11950800000,12082500000,16312000000,24467500000,3561950000,15894000000,14725500000,14610500000,11385000000
P0C7P0,na,81152500,133338000,14276050,62402000,260110000,120790000,55123500,78279000,46450000,174620000,103209000,55564000,146417000,224380000,269720000,105104500,38626000,128919000,17319500,10145500,23062000,84453000,186970000
P49902,na,318230000,94009500,11056350,1022130000,1068525000,217405000,121095500,1128800000,758915000,769995000,618995000,883665000,807895000,568490000,625165000,412410000,1155965000,2109350000,695005000,2653950000,2319750000,645655000,803460000
Q68EM7,na,6026650000,2162550000,27154500,1928900000,2171300000,768230000,466060000,2082300000,1499225000,2051400000,1760400000,1814600000,1821600000,1707050000,1965650000,1520400000,5855500000,17255000000,1333400000,3872950000,3863450000,1567100000,1638450000
Q9Y2U5,na,103104000,33644000,0,148065000,168920000,7237250,62850500,87143000,109113000,142940000,191030000,96967500,194650000,156955000,150580000,110470000,196835000,718710000,88628500,295615000,210410000,100882500,86457000
Q8TAE8,na,192570000,50255000,9656700,267510000,198850000,29793500,89961000,261090000,208940000,305340000,108289500,274820000,328690000,146655000,186325000,260020000,232715000,217000000,15309000,78250500,217405000,153200000,113430000
Q8N554,na,78850500,60176500,0,408590000,317835000,66907000,130060000,372405000,288425000,307975000,264475000,370400000,328350000,221245000,312085000,308185000,27709000,28606500,11553500,31287500,39415850,230855000,310970000
P11717,na,862550000,388085000,97804000,1043480000,1803050000,1318450000,475285000,1090250000,956955000,997845000,911575000,1193000000,1905300000,3419750000,5776150000,1005055000,431620000,11324500000,2232350000,2808300000,3268400000,3547650000,14597000000
Q6DKK2,na,747690000,601160000,31445500,1283900000,1599800000,266501000,49675000,1385950000,1358500000,1384650000,625030000,957125000,2112380000,1539285000,1343250000,1233650000,329302000,2729650000,357730000,1125100000,295495000,915170000,684115000
Q9NPH3,na,10900450,0,13019600,9390000,32341500,5342500,8091200,21046000,35115500,88118000,69808500,26841500,24433500,25441500,33876000,14021000,48197000,385145000,125715000,136360000,177040000,278535000,296075000
Q9Y3L3,na,2135650000,458445000,637315000,9183600000,11893500000,3104050000,3548400000,10306450000,6121800000,10871500000,5912350000,6511600000,10952200000,8239200000,10163500000,7904950000,3362750000,4328400000,1231100000,5898000000,10784000000,7833150000,8052850000
Q9HA47,na,15995000,13496500,0,86043500,75730000,0,2163400,51492500,55391000,13846500,0,29344000,22015500,15003900,23171500,0,0,0,0,0,0,9518000,24464500
Q8NHH9,na,64367500,62480500,28346000,269185000,505735000,103149500,92997500,417630000,254835000,341210000,137320000,129900000,414020000,527870000,607060000,212585000,643320000,676365000,311735000,705720000,796180000,356735000,381975000
P02786,na,414765000,140530000,562095000,176250000,538430000,106664500,124069000,428940000,346565000,1771050000,196315000,56031000,198125000,104023000,68240500,64770500,1301435000,3940200000,122413000,715570000,1913150000,229245000,56403000
Q9UEU0,na,356925000,405270000,14985500,147690000,93063000,86157000,116439000,223320000,231770000,416455000,161705000,270045000,434510000,201825000,365455000,207010000,341775000,569765000,145870000,996145000,1163250000,266295000,306060000
Q9Y2W2,na,1274000000,614480000,61550500,1981350000,2121250000,694010000,1127200000,2097350000,1522300000,2583800000,1269500000,1546700000,2152950000,1159900000,1644150000,1696550000,1378200000,2044650000,275110000,801905000,1002255000,1517750000,1180650000
Q13105,na,33420500,14613500,0,55854500,58531000,0,39655500,41780000,65640500,79290500,39649500,36523000,47837500,17170000,19683500,65201500,960520,28404500,80039900,0,0,66792500,33573500
P20073,na,5003750000,1668400000,170695000,8780200000,9922750000,2631950000,3462000000,9268700000,7581900000,10471250000,6048400000,5166750000,9316400000,4595350000,5388150000,6103600000,5361050000,6691450000,1652800000,7228100000,4991650000,6481350000,2834200000
Q9H5K3,na,1071450,0,8148150,36315500,29495000,0,4450750,27534500,43876500,7157500,0,30974500,49236000,18775500,0,12770850,22749000,30093000,11987000,0,46142500,48278500,12698750
Q86WI3,na,7401250,2011450,479320,33411000,72793000,13139000,15400000,77446500,48732500,82931500,19043600,27824500,108830000,44548000,82985000,32790500,71248000,84105000,0,34844500,19460900,96469500,20473000
Q9Y3B9,na,148485000,69536000,16491500,206025000,205260000,37847000,99328500,208330000,268345000,44114000,89759000,201735000,391575000,163115000,132335000,242600000,85026500,109701500,0,36230000,35012500,237010000,72241000
O60547,na,574700000,145160000,76797500,645105000,1091700000,339530000,234560000,718185000,414500000,1034230000,813325000,532405000,786595000,600555000,770655000,633530000,1037420000,1665550000,448300000,1347100000,974170000,1196300000,481760000
Q13443,na,13009000,0,0,18603265,0,0,702100,0,0,0,0,1291800,4809400,0,0,0,21476000,17135000,182715000,143975000,56010500,43914000,15570000
P29374,na,304225000,254470000,13856700,422445000,458010000,129045000,124110000,446665000,419405000,419555000,360370000,362225000,432045000,358505000,313590000,387475000,314460000,404290000,63316500,470745000,364780000,580355000,343865000
O95376,na,125955000,28294500,7568600,278440000,346460000,54474000,55554000,312845000,322375000,172645000,133680000,195565000,250345000,292395000,194945000,178675000,334230000,239700000,50697500,190795000,178115000,190915000,156887500
P15880,na,16874500000,5733100000,1517850000,33304500000,31839500000,9310400000,8486150000,31319000000,24361000000,27129500000,23759000000,25189500000,30241500000,20001000000,19404000000,19386500000,19765500000,37110500000,2906200000,12176500000,14372000000,26116000000,14849500000
Q16512,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4686100
Q86TI0,na,624350000,379855000,11136250,632755000,595340000,154515000,220425000,612720000,404225000,501640000,372980000,379120000,821510000,359660000,421550000,749175000,1226120000,186085000,358125000,823470000,941755000,710015000,318210000
Q8IZD4,na,72457500,41149500,2390050,326180000,411355000,50383500,131785000,308355000,150135000,497710000,135090000,109796500,421185000,305375000,150415000,269710000,144920000,97175000,17746500,59772000,139181500,123460000,94897000
P01876,na,1991700000,329160000,8996850000,4617800000,7254800000,17492000000,2414950000,12549500000,14513000000,14406000000,20021000000,3453635000,5330000000,1109070000,1352100000,1911300000,14246500000,10118050000,827540000,10619900000,8366700000,1089675000,1486675000
Q8NEW0,na,9244950,16404000,7294200,317070000,123525000,12515150,93230000,232175000,84913000,301540000,93939500,86681000,182155000,199510000,287995000,118610000,270780000,1086800000,159435000,445100000,649370000,337320000,185800000
P52848,na,0,0,0,8731450000,7040150000,196081500,0,0,0,0,0,8231950000,0,977850,4172200000,0,23542000,0,4284300,3682950,0,8366500,0
Q9BWF3,na,1900400000,998715000,205845000,2553500000,2517100000,760225000,973355000,3037300000,3265250000,3795400000,1798500000,1828500000,2609700000,1564750000,1877900000,2046350000,1588865000,2736000000,476825000,2305950000,2231300000,3287350000,2041250000
Q96C86,na,4607300000,1585500000,419555000,4384050000,5267100000,2690350000,1543450000,3764850000,4285300000,5155000000,3510200000,2139400000,4822700000,3588050000,4179100000,2358450000,3554700000,11008250000,554250000,2844200000,3081050000,3581950000,4121550000
Q9BZH6,na,570450000,233875000,20506500,755720000,807895000,99878000,206070000,779345000,493085000,966645000,500145000,466395000,759920000,590305000,710325000,466760000,1427455000,2100550000,379545000,1707700000,2744250000,963275000,688305000
O75530,na,270185000,135590000,15912550,535555000,798895000,106280500,240535000,851865000,641895000,1105675000,449770000,417895000,707350000,363985000,397035000,362000000,553700000,564730000,125105000,234445000,275280000,727640000,288420000
Q9NRN7,na,408335000,165880000,1918550,866815000,1070225000,206795000,205875000,1020180000,582750000,740565000,300270000,770920000,735035000,560685000,506925000,625660000,617460000,1608000000,115293000,672460000,447040000,637250000,376600000
Q9UBM7,na,72782500,223360000,55832000,194985000,246870000,64685000,109874000,186640000,98996000,311825000,182415000,165865000,144465000,180560000,337575000,187992500,115365000,262490000,92050500,75750600,51838000,97972500,182320000
P48651,na,76687500,86810000,2459900,380445000,442310000,58703500,137110000,334585000,249770000,514230000,178015000,271955000,523800000,221945000,176590000,334095000,263975000,684670000,285100000,574945000,1045660000,396015000,241400000
O14686,na,212530000,111360000,0,217075000,315170000,37939500,85291500,309970000,174945000,321185000,185575000,413320000,388330000,167660000,180715000,297465000,276485000,303530000,52380000,179250000,285480000,236730000,218490000
Q9UEE5,na,0,0,655750,8650500,24614000,11442950,6477150,2233100,7461000,46311500,6571000,9225800,50247000,38366000,48412000,25114500,0,2878150,52646000,0,0,40601500,44882000
Q9H0W9,na,561290000,208515000,17606000,1439550000,1307550000,354250000,582870000,1176500000,1581800000,1015640000,729845000,1361500000,1863800000,909855000,740260000,1360750000,484250000,2825850000,256675000,1146650000,735920000,1137400000,641955000
O43516,na,2099300000,691745000,195505000,2858200000,3494550000,1032390000,1456850000,3026650000,1979650000,3338150000,1294900000,1771800000,2948300000,2770900000,3272550000,1859800000,2652800000,3294800000,1205980000,4196950000,4044050000,4074850000,3260850000
P35914,na,1342200000,437490000,64712000,1276500000,2114450000,537095000,468555000,1960700000,1398550000,1492150000,1045350000,886920000,2604200000,1069200000,1335650000,1606200000,1068370000,2872200000,915120000,2102100000,3112150000,1632550000,991395000
O95980,na,4290950,23524500,0,15975950,13908500,0,7080250,17464000,23364400,9120650,14053000,67328500,25946000,16643500,17179500,30302500,19939000,1831600,0,0,2753700,15261000,17156650
P21333-2,na,72173000000,17922000000,6028350000,1.688E+11,2.35815E+11,1.0665E+11,72276000000,2.49665E+11,1.38188E+11,2.4428E+11,84807000000,72093000000,1.8399E+11,1.8737E+11,2.5901E+11,78580500000,1.3232E+11,50906500000,96725500000,2.72805E+11,3.27435E+11,1.3668E+11,2.7899E+11
Q14CX7,na,240225000,141835000,12264500,434435000,440215000,144525000,104605500,461225000,272485000,552570000,393015000,546945000,736420000,291765000,286005000,561915000,511360000,1333500000,163310000,462300000,475930000,424615000,168690000
O75151,na,319640000,191010000,4880650,1085060000,656385000,194745000,305230000,714830000,485580000,624670000,393770000,851800000,966935000,331685000,297890000,676940000,355215000,550415000,74334000,196725000,487590000,418905000,475165000
Q14191,na,14448000,7463300,6068000,236960000,206360000,0,47038500,267485000,167510000,267425000,117475000,225860000,171120000,98315000,52295500,180715000,82454500,127225000,2996650,10432000,57049500,156840000,46955500
Q14254,na,2407200000,1039285000,47211000,2921350000,2036400000,1232705000,1065400000,2204600000,2467900000,1855600000,3181700000,3118600000,3291350000,2569150000,4548100000,2469800000,3726250000,3165500000,1952150000,4034750000,3960900000,8365300000,4392950000
P35612,na,169475000,123545000,0,55650500,74256500,44973000,0,83176500,100863500,207525000,81479000,174725000,3717750,76841000,126405000,186815000,74177450,159565000,1851650,70592500,111512500,126195000,107155000
Q9BZL1,na,415025000,89659500,17031000,672475000,556470000,62518000,52850500,537535000,493035000,352070000,138603500,253070000,666780000,444505000,770945000,301395000,213784500,544340000,38243500,180090000,292185000,236100000,132282500
O00629,na,899320000,277005000,20400000,2230600000,2553000000,411405000,685160000,2812600000,2389000000,2312750000,1110300000,1479900000,2113900000,1445000000,1556300000,1457350000,1680500000,2355800000,551110000,1636850000,3044600000,1646450000,1582400000
O60828,na,458530000,324620000,32695000,870890000,886230000,155540000,288275000,890595000,983855000,907560000,466275000,906205000,729510000,702750000,532395000,925370000,524295000,658800000,104772000,333825000,599325000,588745000,517740000
Q96EP1,na,0,0,0,9911250,1482400,0,1475500,0,3655850,0,0,3671700,5627750,10560650,3869450,9043800,16611500,8997500,0,0,0,0,5354000
Q8WV22,na,210670000,77577000,5657950,110235000,157095000,14139000,51689000,123515000,142465000,351330000,94353000,61031000,119355500,57892500,71480000,98824500,86865500,300240000,11963500,88060500,75354000,110798000,56465500
P42224,na,3477150000,1251600000,170888500,16613500000,23730000000,5419100000,8554650000,24870500000,14569500000,21919000000,8406550000,15972000000,18543500000,8576300000,5890000000,12363000000,6619950000,12714000000,3070800000,16826000000,11256700000,8911100000,4337500000
O00487,na,1642000000,334905000,71172000,3087350000,3496800000,554180000,857625000,3155950000,3253300000,4143800000,1626150000,1623850000,3197250000,1828150000,1988750000,2157100000,2572300000,4519350000,1124940000,2957800000,2561700000,2483400000,2109050000
Q9H4E7,na,1786900000,588495000,159730000,5222700000,6198550000,2252500000,1879950000,5295950000,4124050000,6473600000,4338100000,3466000000,5603900000,4062600000,4372300000,2970600000,3157100000,2077700000,863010000,2958350000,1933800000,2798100000,4594650000
P05771-2,na,9802100000,3681850000,91428000,5799100000,4428400000,1909150000,2395800000,4626050000,3116850000,2880000000,4440800000,4274600000,5514600000,3539400000,6208900000,3872250000,5096600000,15232500000,1513250000,6631650000,6767500000,2861600000,3479600000
P55735,na,1385250000,710770000,158945000,2739100000,2203500000,1162050000,1077200000,3277800000,4462000000,3113500000,1997700000,1783400000,2439250000,2028900000,2247950000,1583100000,3123350000,5676450000,890580000,3455950000,3542950000,2821200000,2430650000
Q00577,na,1118550000,573455000,17785050,2390350000,1997650000,521110000,782995000,2087150000,1903000000,2307200000,1910750000,2032150000,2682950000,1814400000,1837900000,2413550000,442330000,1030660000,60246000,342535000,486960000,2093550000,1904450000
Q8WUM4,na,11672000000,4356300000,460190000,14025000000,15699500000,4897550000,4677000000,13938500000,11184000000,10585200000,9534650000,10916500000,12354000000,9735000000,9951650000,8550350000,12958500000,17837000000,6288850000,19735500000,16793500000,12086000000,7903400000
P23284,na,11830500000,4322700000,5380250000,23323500000,28760500000,7301000000,6562050000,27244500000,19355500000,23012500000,12749500000,8104150000,25789000000,18136500000,19612000000,7430550000,28836500000,1.1718E+11,9695900000,31182000000,39259000000,22118500000,24133000000
P33993,na,593050000,110775000,269720000,253345000,793125000,124430000,209800000,642220000,503145000,1850350000,383895000,159737000,373350000,160690000,167900000,243140000,6710900000,1233550000,573440000,345640000,149810000,1741000000,489865000
Q9H410,na,431315000,422770000,1708900,237720000,330145000,54531500,48987000,305310000,259965000,469525000,383955000,250500000,172690000,126345000,230440000,291895000,281420000,1059735000,42922000,181660000,228545000,385320000,165050000
Q53FA7,na,40251500,5414400,766650,0,0,536450,0,6965000,0,11294700,14627300,0,3845300,859740,29286150,10870000,130252000,211015000,50330000,303730000,362655000,7592600,0
Q99828,na,244305000,114675000,2717150,521050000,678380000,93676000,79647000,634555000,596680000,435785000,268425000,307270000,710250000,676260000,734380000,238065000,120368500,88227000,105344500,247220000,369045000,563030000,683895000
Q96EV2,na,370290000,182875000,16693000,406080000,441730000,118720000,111090000,326645000,289920000,781445000,357485000,296700000,456615000,287530000,349775000,288055000,548005000,745595000,4007400,245160000,275690000,522255000,241820000
Q9H204,na,52288000,25876500,0,82305000,45647500,23994500,24194000,122340000,60118500,83613000,17544500,28765000,58984000,23291500,42591500,57740000,36391500,78763000,10164000,78002000,82620000,62216000,17346800
Q6UWL2,na,0,0,0,38509500,46212500,0,0,34051000,80564500,0,9956000,28712000,0,11343300,37461000,0,8566500,0,22599500,88388000,34399500,25630500,51869000
Q9NSD9,na,3394500000,1466550000,225715000,4630300000,5575600000,1560050000,1895750000,6245700000,3502200000,6275550000,4395400000,4677100000,6409650000,3247850000,3365600000,5185400000,4589650000,7361950000,1401400000,2889350000,3539750000,5248950000,2947350000
E9PLV1,na,57710000,26490500,698700,125400000,168480000,45555500,19356500,145695000,55794500,192455000,54945500,130075000,199115000,74640500,77061500,101460000,25995500,151350000,0,20164500,72201000,112095000,62726000
Q9UHW9,na,265915000,245810000,6307200,170205000,106150000,2703800,62221500,104737500,121470000,430600000,315595000,140005000,83583500,45254000,11455500,171325000,213380000,157155000,82311500,292480000,280625000,217105000,50654500
P15907,na,229275000,121660000,49155000,118965000,79661500,187315000,64370500,132720000,64992000,177710000,161795000,113250000,159630000,42351000,77264500,82800000,57017500,92816000,3384600,114936000,198895000,128445000,75068500
Q9Y4C1,na,31871000,16296000,197870000,163030000,127480000,12199100,40556000,160285000,151469500,143475000,76303500,102573500,152795000,89820500,125240000,80790500,66326500,81196500,4049150,11383000,3810150,52148500,43831500
P98082,na,48111500,23303500,3394950,11698500,5961700,3201150,36158500,6841000,498470,18107500,41953000,7350200,30899250,57348000,21765500,41451000,344765000,1929650000,7854800,68879500,12712000,94553000,250360000
Q16563-2,na,1125970000,652880000,2854850,1054500000,745065000,44855000,724410000,677865000,600685000,510395000,476620000,1178180000,798365000,238550000,218720000,960365000,394245000,1243400000,535215000,598050000,1060700000,1004525000,105733500
Q9NX46,na,1306300000,557485000,10111800,3064750000,2476500000,642740000,832740000,2432150000,2493100000,1506700000,1129900000,1555200000,2122400000,1196250000,1725000000,1614650000,1230550000,1822850000,286450000,1472050000,1919350000,1266550000,1201750000
Q8N5X7,na,0,0,0,503975000,540235000,111060000,108506000,395090000,295505000,379185000,150995000,175775000,443620000,325160000,233325000,241555000,91318500,49299000,165210000,336630000,124745000,137510000,121885500
Q16539,na,740535000,217800000,21789500,2509350000,3709050000,1005670000,755060000,2683850000,2101750000,2844150000,1217900000,1989750000,3959550000,3020850000,3490600000,1659100000,3879050000,8080850000,2820900000,6712900000,6613250000,4669800000,3613750000
Q15435,na,2586000000,822385000,158535000,5474600000,6876100000,1561150000,1266500000,6359850000,6035400000,5917650000,3103500000,4015050000,6064050000,3807400000,4452650000,3578500000,3665600000,4085200000,1115810000,3611700000,3849800000,4277650000,4218050000
Q8WXA9-2,na,318300000,222445000,21109500,923095000,799805000,153740000,232280000,835935000,643980000,740200000,535840000,766045000,841855000,489720000,589965000,544335000,573925000,830095000,93783500,495655000,734770000,937050000,509975000
P13688,na,0,0,0,14316550,2842850,5930000,0,6022000,2065200,36870500,15691500,1121650,9151250,0,10922000,584650,0,0,0,3635150,7611000,0,0
Q96AT9,na,240450000,74801000,12380700,215030000,346355000,119670500,158455000,305465000,367045000,261180000,256475000,193585000,293155000,217545000,282980000,274875000,1263705000,1451200000,426460000,1336150000,1152550000,1137805000,289155000
Q07820,na,47268500,22091000,985050,50895500,76924500,0,33346000,80190500,57361500,70785500,43554500,45389000,56472500,35587500,41226000,25257000,151985000,102830500,19251000,83838500,138795000,90000000,53574500
Q8ND04,na,107868500,66049000,3309950,334520000,337465000,50300000,63808500,360890000,242480000,145485000,93196500,188200000,254530000,171865000,180015000,176320000,149867500,330235000,42307500,79715500,211030000,144545000,106900000
Q96BQ5,na,107400000,56308000,4360950,198845000,171935000,33884500,73013000,242460000,155855000,160225000,133660000,164400000,340150000,159185000,173530000,256200000,48173000,240350000,35867000,26825500,63953000,138283500,116305000
Q7L7X3,na,4301700,7014500,94168000,6734800,55199000,17525500,17367500,19498000,3276000,46329500,131818000,630100,103537000,19124500,51557100,5426150,142200000,118030000,40616500,60293500,138950000,9424050,15867700
O75528,na,45624500,19179500,0,169345000,119145000,8897200,36742500,159415000,98856000,160725000,59309500,79901500,119154000,59764500,110176000,112530000,51961000,165840000,4278700,118858000,51187500,109055000,38619000
Q8IYU8,na,67369500,64663000,12405000,164685000,230820000,31601500,43982500,215470000,166245000,152790000,47099500,153640000,251510000,172070000,117935000,156085000,96780000,89125000,48453500,211765000,413660000,74198500,67420500
Q9H6A0-2,na,2739250,1698150,0,5526750,8652500,0,0,3874050,3060350,8809600,0,13897500,21277000,10871250,0,8019760,0,0,0,0,0,15570500,0
P52943,na,667045000,41255500,195950000,2365800000,3194000000,560665000,838645000,3245600000,2503750000,2655650000,538745000,122310000,3102850000,453335000,98805500,56585000,36089000,37756500,0,36375000,253300000,338040000,15905715
P23921,na,51258000,16109550,31083500,231645000,501870000,78538500,170280000,685695000,329000000,856900000,252985000,257630000,201495000,135170000,106160500,96187000,724750000,176325000,44429500,50383000,88222000,105390000,88883500
O15213,na,340630000,165855000,6561900,475800000,261850000,104204000,161860000,520955000,425200000,881995000,502730000,508620000,607895000,292595000,302470000,460555000,102953500,169515000,15115000,175575000,167925000,397065000,145775000
P32019,na,398105000,131500000,10939900,697370000,365650000,56860000,126820000,943440000,450070000,494530000,275730000,297545000,404770000,260895000,239725000,322625000,554875000,585615000,70082500,276490000,142190000,425840000,217890000
Q9H2L5,na,0,0,0,0,0,2502550,0,0,0,0,0,0,0,3563650,38228000,0,109175000,0,19346500,19539500,21019000,7371050,344120000
O43290,na,1982250000,1159400000,154515000,3587600000,3815700000,994905000,1583200000,3848050000,3848450000,5197450000,2351900000,3886200000,4504750000,2581500000,2904400000,3144750000,2055450000,3392800000,526005000,2083750000,3150900000,2805750000,2377050000
P02760,na,28838000,62350000,0,407205000,1230895000,3605400000,285540000,2506000000,3392400000,3028050000,5497200000,667250000,1418950000,155650000,212975000,132765000,3677550000,2025900000,53484500,2903950000,1680500000,414755000,203816500
Q06830,na,35135500000,12326000000,4527050000,46306000000,46739500000,12836000000,15427500000,49168000000,47424000000,54100500000,28663000000,28245000000,41910000000,24181500000,21392500000,26825500000,22098000000,43481000000,12041950000,33927000000,35146500000,16468000000,12150000000
Q9BQ67,na,538555000,197250000,76021000,733375000,812165000,126335000,157170000,772000000,668560000,685195000,632940000,470495000,794480000,515625000,652295000,693830000,391120000,485995000,62303000,191275000,332475000,628915000,261965000
Q9GZY6,na,401455000,300920000,2196900,12788000,0,8330500,0,1555100,12886500,0,0,17422500,0,0,81304500,0,346035000,0,39543500,52254000,40658000,247255000,433375000
Q9H4K7,na,14641000,40872500,0,104697500,157900000,6839950,9514800,96052000,19695000,60826000,34599000,62006500,131545000,55809000,32064000,19494500,23680500,15839750,10955500,8633000,10009100,32857000,8658850
Q9Y4X5,na,704665000,348835000,13473400,2227650000,2260350000,593275000,405670000,1507700000,1591700000,1197750000,756005000,1383875000,1290150000,1022875000,1163000000,835695000,967855000,1854200000,207445000,919625000,795945000,764995000,720530000
O95999,na,335880000,165365000,18716100,437050000,376285000,93529000,94834000,516715000,485940000,293760000,118375000,314230000,448215000,242650000,184330000,204130000,216290000,794325000,23227000,158325000,175195000,194720000,166470000
P82673,na,301690000,126660000,11898800,708705000,698360000,205670000,228300000,894210000,458440000,832640000,431140000,494670000,418180000,312030000,401155000,455975000,667685000,700465000,176745000,422135000,583550000,607205000,445955000
Q7Z6M1,na,44008000,1815650,742550,136305000,104192500,24203500,42855500,92048000,127877500,113360500,51092000,104492500,163740000,93636000,133405000,127335000,14799450,106599000,23341850,78152000,27485500,66399000,19391000
Q9BXB4,na,252515000,79605000,3806150,289440000,419720000,103087500,66852500,341525000,206862000,288145000,112930000,199335000,268685000,182680000,237150000,178085000,1178950000,872060000,481530000,1221900000,1332150000,343025000,202505000
P05162,na,0,0,0,0,0,0,0,0,0,0,0,0,21501500,0,0,0,794680000,0,84714000,510185000,0,0,0
Q8IW35,na,17332000,14774500,24326500,52977000,105665000,7801500,37129000,42049000,48779000,120295000,13360000,5331500,45523000,10555350,47047000,50044500,8476000,354625000,0,12854250,10297500,8973650,2551700
Q9NXL6,na,0,9692650,0,0,3486300,0,4595650,5760000,7394650,0,0,11198500,18364500,1603100,15642300,6467000,0,0,0,0,0,41938000,23385500
P61970,na,3284300000,1236800000,67982500,6642700000,8067750000,1926150000,1785700000,8120650000,7434550000,5106300000,3216500000,4777200000,6406600000,4334300000,4083400000,5044800000,3457850000,4890550000,879465000,3316050000,3068800000,3689250000,2443750000
Q13496,na,531240000,335365000,6300050,1063350000,1135050000,217265000,501990000,1142450000,698930000,2130450000,748285000,733745000,892480000,391550000,524140000,528850000,1131160000,2325600000,258595000,778735000,939580000,1540150000,258280000
Q6P1A2,na,101242000,140430000,454015,566000000,636090000,235580000,147165000,443505000,469130000,476735000,124000000,446640000,313385000,236715000,243965000,134545000,205240000,862340000,222960000,930430000,2242950000,471085000,215445000
Q9NQT8,na,170975000,46018000,10366350,249990000,518515000,148105000,130060000,285000000,158894000,369080000,344095000,95957000,524780000,629375000,867010000,204300000,908770000,3609250000,502920000,2458950000,1954950000,488345000,744670000
Q86Y39,na,335315000,175260000,845800,750740000,941900000,178530000,377115000,907490000,788335000,1325300000,442880000,506560000,978790000,652525000,1013290000,637895000,436895000,983170000,335150000,1041810000,1565900000,611450000,358775000
Q9P0L0,na,3262750000,1349500000,314520000,1854700000,2145650000,1213305000,1275150000,2085050000,2404800000,4281900000,1638850000,2028350000,3574200000,1529700000,2379050000,1688250000,4649000000,8867350000,1944400000,3294050000,4891100000,3272800000,1503900000
P46734,na,1492100000,372775000,150588500,2111050000,2465000000,756050000,479880000,2301200000,1334735000,2065000000,1138100000,1118150000,1734550000,1363150000,1819050000,996295000,895990000,2538000000,378355000,2111950000,2686150000,1006655000,1487050000
Q8WUR7,na,140920000,35966000,5334400,141665000,208850000,53220000,62899000,183320000,113617500,229090000,105958500,150435000,226225000,124760000,144810000,172330000,80336000,166740000,0,67167000,111592000,158335000,159180000
Q02790,na,3265600000,1607300000,333260000,1917750000,1968050000,806490000,1118100000,2013700000,1589750000,2109450000,2192950000,1985650000,1923350000,1486100000,1651400000,2574950000,1981150000,4260750000,596740000,3009350000,1846600000,1863600000,1541400000
Q9BSJ8,na,9654800000,4600050000,586335000,38134000000,44675500000,7252100000,10949500000,50900000000,32235000000,45639000000,14535000000,24149500000,43492500000,24989000000,26658500000,24962500000,22771000000,20346000000,5659150000,16621500000,26646500000,26064000000,25296500000
Q9BXP5,na,6738000000,4048350000,355890000,10909500000,9261450000,2808750000,3239700000,10899450000,8874500000,14271500000,7216850000,9216700000,9826600000,5581700000,6104800000,8542150000,8189950000,11029500000,1270200000,6358850000,5304400000,8597700000,6687900000
Q99685,na,134899500,2360150,0,12353600,22256500,9075750,11526800,63751500,25226000,0,6057500,30506000,37965500,19889000,15874000,19295500,46996000,240745000,87103000,661715000,1003030000,20636000,35324500
Q96BW5,na,759675000,326145000,29960000,2401900000,1990250000,404850000,351020000,1715650000,1719950000,2322250000,2097650000,1020585000,2334350000,1170300000,1726200000,1329900000,1221740000,3156700000,224375000,864515000,417735000,1179900000,1416500000
Q9NZL9,na,1747200000,638215000,135045000,2635350000,2961600000,1393950000,772235000,3036750000,3480550000,3123950000,1212000000,3996900000,3164650000,2480800000,2661700000,2092000000,3326800000,4313450000,721970000,4118050000,3329050000,3074250000,2120950000
Q92508,na,8927200,6115400,0,184240000,160165000,37013500,44137000,151275000,70019500,87859000,9391700,22163500,127410000,89731500,63484500,41160000,51665500,16117500,57468000,127480000,376095000,49788000,10777950
Q9NY27,na,353045000,164125000,17279950,992585000,909635000,213025000,244255000,1121125000,943965000,1309750000,358530000,611535000,777205000,654660000,645715000,635725000,616495000,1152000000,140605000,578185000,705630000,952070000,597815000
O00743,na,1316100000,408865000,41850500,2989800000,2819550000,698525000,962535000,3341000000,2566150000,2075000000,1896500000,1603800000,3012650000,1583450000,2177250000,1275650000,1781400000,3693850000,541650000,1910650000,2192250000,1534550000,2338650000
Q9Y3I1,na,102504500,25865500,5401590,524165000,569765000,57980000,85163000,497085000,243505000,362365000,176620000,303905000,513290000,322875000,255995000,289775000,345950000,381400000,64323000,149890000,130805000,269505000,197810000
